filename,url,filesize,object,keplerid,obsmode,campaign,data_rel,channel,module,output,ra_obj,dec_obj,kepmag,cadences,lc_start,lc_end,gain,readnois,meanblck,cdpp3_0,cdpp6_0,cdpp12_0,npix,naxis1,naxis2,crpix1,crpix2,crval1,crval2,cdelt1,cdelt2,pc1_1,pc1_2,pc2_1,pc2_2,crval1p,crval2p
ktwo248368686-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368686-c92_lpd-targ.fits.gz,2.2,EPIC 248368686,248368686,long cadence,92,12,50,15,2,271.74388,-26.77583,16.97,2022,57530.63434642,57571.93065832,112.76,82.99136,720,,,,110,11,10,6.069263156733541,5.005743966694354,271.74388,-26.77583,-0.00111615002898,0.00111615002898,0.9797853685816489,-0.24523663606974905,-0.24487405021225336,-0.9593406288826847,1068,568
ktwo248368687-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368687-c92_lpd-targ.fits.gz,2.4,EPIC 248368687,248368687,long cadence,92,12,51,15,3,273.04863,-28.10761,16.06,2022,57530.63434642,57571.93065832,109.32,81.465264,641,,,,120,12,10,6.61839171344036,6.3240271259209635,273.04863,-28.10761,-0.001105913330811,0.001105913330811,0.9690325358021377,0.2526940510996402,-0.2528130036042568,0.9660311943743792,351,159
ktwo248368688-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368688-c92_lpd-targ.fits.gz,2.4,EPIC 248368688,248368688,long cadence,92,12,51,15,3,272.94292,-28.11286,16.7,2022,57530.63434642,57571.93065832,109.32,81.465264,641,,,,118,12,10,6.518530985603775,6.0665079191442715,272.94292,-28.11286,-0.001106074765546,0.001106074765545586,0.9693221198183698,0.2519135787934047,-0.25193408466034867,0.9661745708316835,434,176
ktwo248368680-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368680-c92_lpd-targ.fits.gz,2.0,EPIC 248368680,248368680,long cadence,92,12,51,15,3,272.88375,-27.92814,16.21,2022,57530.63434642,57571.93065832,109.32,81.465264,641,,,,99,11,9,6.2564280052009735,5.85060951186216,272.88375,-27.92814,-0.0011053867939,0.0011053867939,0.9685272872551206,0.25130920237841986,-0.25155930940506444,0.9672219285193859,438,350
ktwo248368681-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368681-c92_lpd-targ.fits.gz,2.2,EPIC 248368681,248368681,long cadence,92,12,51,15,3,272.84633,-27.92478,16.39,2022,57530.63434642,57571.93065832,109.32,81.465264,641,,,,110,11,10,6.464843170659719,6.324948332330962,272.84633,-27.92478,-0.001105416636807,0.001105416636807,0.9686015633769745,0.2510258893450102,-0.2512554043216517,0.9673000995485381,466,360
ktwo248368682-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368682-c92_lpd-targ.fits.gz,1.8,EPIC 248368682,248368682,long cadence,92,12,51,15,3,272.76404,-27.97397,16.16,2022,57530.63434642,57571.93065832,109.32,81.465264,641,,,,90,10,9,5.322159285224757,5.743154607283543,272.76404,-27.97397,-0.001105714804309,0.001105714804309,0.9690454314664855,0.25045395482526034,-0.25054940205458076,0.9671877921739532,542,334
ktwo248368662-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368662-c92_lpd-targ.fits.gz,2.2,EPIC 248368662,248368662,long cadence,92,12,51,15,3,273.34312,-27.97294,16.4,2022,57530.63434642,57571.93065832,109.32,81.465264,641,,,,110,11,10,5.9661503760144114,6.402667772852112,273.34312,-27.97294,-0.001104901934639,0.001104901934639,0.9675736041951605,0.2547741809572034,-0.2553062166435874,0.96628779837277,93,217
ktwo248368663-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368663-c92_lpd-targ.fits.gz,2.2,EPIC 248368663,248368663,long cadence,92,12,23,8,3,266.69221,-23.21342,17.82,2022,57530.63434642,57571.93065832,111.43,83.160209,720,,,,109,11,10,7.422815325736792,5.127958983876795,266.69221,-23.21342,-0.001104900216448,0.001104900216448,0.20911169206788105,-0.9782411777918677,0.977685169504877,0.20844414696696106,515,391
ktwo248368664-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368664-c92_lpd-targ.fits.gz,2.5,EPIC 248368664,248368664,long cadence,92,12,51,15,3,273.38642,-27.94797,16.0,2022,57530.63434642,57571.93065832,109.32,81.465264,641,,,,120,11,11,5.694834227133015,6.408418327881634,273.38642,-27.94797,-0.001104721003885,0.001104721003885,0.9673291269244686,0.2550778416976694,-0.2556710153461259,0.9663556727511302,54,230
ktwo248368668-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368668-c92_lpd-targ.fits.gz,2.0,EPIC 248368668,248368668,long cadence,92,12,30,10,2,269.76954,-26.99606,18.88,2022,57530.63434642,57571.93065832,105.7,99.4637,711,,,,99,11,9,6.0335354516773805,4.370099305174904,269.76954000000006,-26.99606,-0.001102817588316,0.001102817588316,0.9722752714198637,-0.2286718883616044,-0.22827962463820195,-0.9748256435395963,88,390
ktwo248368669-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368669-c92_lpd-targ.fits.gz,2.0,EPIC 248368669,248368669,long cadence,92,12,48,14,4,271.211,-25.63283,19.86,2022,57530.63434642,57571.93065832,105.29,112.007502,712,,,,100,10,10,6.334046039912664,5.93286689114197,271.211,-25.63283,-0.001106130750356,0.001106130750356,-0.9730307507444725,0.23856789786743982,0.23790746343303704,0.9693865438888997,973,107
ktwo248368670-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368670-c92_lpd-targ.fits.gz,2.4,EPIC 248368670,248368670,long cadence,92,12,49,15,1,271.28471,-26.58881,16.2,2022,57530.63434642,57571.93065832,113.82,85.683696,748,,,,118,12,10,7.446357778142556,5.190403143908554,271.28471,-26.58881,-0.001103377342934,0.001103377342933862,-0.9698301301655188,-0.2388229769361713,0.23982005269393344,-0.9720521478599068,824,314
ktwo248368665-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368665-c92_lpd-targ.fits.gz,2.4,EPIC 248368665,248368665,long cadence,92,12,51,15,3,273.35858,-27.98181,15.68,2022,57530.63434642,57571.93065832,109.32,81.465264,641,,,,118,12,10,7.049359570142656,6.4735995820197445,273.35858,-27.98181,-0.001104912080794,0.001104912080794,0.9675772187562858,0.25489575798340136,-0.25543028661828,0.9662194245149929,82,206
ktwo248368666-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368666-c92_lpd-targ.fits.gz,1.1,EPIC 248368666,248368666,long cadence,92,12,23,8,3,266.97113,-22.72994,18.23,2022,57530.63434642,57571.93065832,111.43,83.160209,720,,,,56,8,7,5.544972143501923,4.208316541392833,266.97112999999996,-22.72994,-0.001103528723755,0.001103528723755025,0.2103900178775073,-0.9760606935721918,0.9790651037804591,0.2109084651418674,896,711
ktwo248368667-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368667-c92_lpd-targ.fits.gz,2.2,EPIC 248368667,248368667,long cadence,92,12,51,15,3,272.94129,-28.08528,16.7,2022,57530.63434642,57571.93065832,109.32,81.465264,641,,,,109,11,10,6.497187691973636,6.564541137431377,272.94129,-28.08528,-0.00110596592113,0.00110596592113,0.9691838737190787,0.2518770358797072,-0.2519372432605646,0.9663210659356103,429,200
ktwo248368683-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368683-c92_lpd-targ.fits.gz,2.4,EPIC 248368683,248368683,long cadence,92,12,51,15,3,273.41304,-28.06381,16.06,2022,57530.63434642,57571.93065832,109.32,81.465264,641,,,,119,12,10,6.858969917966533,6.515968712012125,273.41304,-28.06381,-0.001105153072814,0.001105153072814257,0.9678520485526906,0.255360746386768,-0.25585154159406565,0.9657111960159789,59,123
ktwo248368684-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368684-c92_lpd-targ.fits.gz,2.4,EPIC 248368684,248368684,long cadence,92,12,51,15,3,273.30633,-28.18481,16.49,2022,57530.63434642,57571.93065832,109.32,81.465264,641,,,,118,12,10,7.229734191765829,5.342897807232205,273.30633,-28.18481,-0.001105823026595,0.001105823026595,0.9687716697733202,0.2546646989595849,-0.2549187498882697,0.9652235118718396,169,40
ktwo248368685-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368685-c92_lpd-targ.fits.gz,2.0,EPIC 248368685,248368685,long cadence,92,12,51,15,3,273.28121,-28.20047,16.68,2022,57530.63434642,57571.93065832,109.32,81.465264,641,,,,99,11,9,6.233796979142539,5.744637518245057,273.28121,-28.20047,-0.001105926228784,0.001105926228784131,0.9689206531730213,0.25449185643275213,-0.2547024235801164,0.9651773902461949,193,31
ktwo248368689-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368689-c92_lpd-targ.fits.gz,2.2,EPIC 248368689,248368689,long cadence,92,12,51,15,3,273.24292,-27.98472,16.23,2022,57530.63434642,57571.93065832,109.32,81.465264,641,,,,110,11,10,6.20930723634342,6.536679588564368,273.24292,-27.98472,-0.001105118833439,0.001105118833439,0.9679007439210706,0.25403767824164036,-0.25447700183435096,0.9663731112540431,173,227
ktwo248368690-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368690-c92_lpd-targ.fits.gz,2.0,EPIC 248368690,248368690,long cadence,92,12,49,15,1,271.77617,-27.13289,19.36,2022,57530.63434642,57571.93065832,113.82,85.683696,748,,,,100,10,10,6.70449714968845,4.708375670679061,271.77617,-27.13289,-0.001716400054089,0.001716400054089,-1.5061823509068317,-0.3774450622494921,0.3766424007830786,-0.5695447069036174,1091,888
ktwo248368691-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368691-c92_lpd-targ.fits.gz,1.9,EPIC 248368691,248368691,long cadence,92,12,10,4,2,265.81846,-26.29092,20.28,2022,57530.63434642,57571.93065832,95.55,73.850595,752,,,,100,10,10,6.5891087968238935,5.071148705619635,265.81846,-26.29092,-0.001104980199102,0.001104980199102,0.20260326307736343,0.9792814614527143,0.9791618659518028,-0.20298259903271354,515,456
ktwo248368711-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368711-c92_lpd-targ.fits.gz,1.9,EPIC 248368711,248368711,long cadence,92,12,11,4,3,264.37133,-26.27064,20.19,2022,57530.63434642,57571.93065832,104.7,83.2365,749,,,,99,11,9,6.9876829266038385,5.324181001858847,264.37133,-26.27064,-0.001103971053574,0.001103971053574,0.1911858255241164,-0.9805148514371224,0.9825749903241201,0.19128316252660757,764,552
ktwo248368712-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368712-c92_lpd-targ.fits.gz,1.8,EPIC 248368712,248368712,long cadence,92,12,77,23,1,275.83546,-21.71183,17.99,2022,57530.63434642,57571.93065832,112.71,81.286452,726,,,,90,10,9,6.650966300647724,5.267878272924463,275.83546,-21.71183,-0.001106348609114,0.001106348609114,0.2673543130348162,-0.9662885700704622,0.961429422116901,0.26549688940213784,14,377
ktwo248368713-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368713-c92_lpd-targ.fits.gz,2.1,EPIC 248368713,248368713,long cadence,92,12,70,20,2,275.74263,-25.84147,16.53,2022,57530.63434642,57571.93065832,107.05,80.961915,725,,,,109,11,10,6.345629065851313,4.651302013227792,275.74263,-25.84147,-0.001104669007003,0.001104669007003,0.9625554702820631,-0.2707567807700066,-0.27025676533471005,-0.9628807656820708,293,585
ktwo248368701-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368701-c92_lpd-targ.fits.gz,2.2,EPIC 248368701,248368701,long cadence,92,12,52,15,4,271.78642,-27.81253,18.91,2022,57530.63434642,57571.93065832,106.71,103.796817,701,,,,110,11,10,7.044925411417125,6.273703020901507,271.78642,-27.81253,-0.00110398520782,0.00110398520782,-0.9689829333556675,0.24256579546496745,0.24309218428523724,0.9711565792894374,949,668
ktwo248368702-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368702-c92_lpd-targ.fits.gz,1.7,EPIC 248368702,248368702,long cadence,92,12,48,14,4,270.425,-25.79331,20.17,2022,57530.63434642,57571.93065832,105.29,112.007502,712,,,,90,10,9,6.096067114752032,5.439243304218479,270.425,-25.79331,-0.001106265451797,0.001106265451797,-0.9748870727751523,0.2335792068997226,0.23156009988268467,0.9702789194107481,316,117
ktwo248368703-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368703-c92_lpd-targ.fits.gz,2.0,EPIC 248368703,248368703,long cadence,92,12,48,14,4,270.14392,-25.85681,20.9,2022,57530.63434642,57571.93065832,105.29,112.007502,712,,,,109,11,10,6.7840764145973935,6.393488155231211,270.14392,-25.85681,-0.001106111566869,0.001106111566869,-0.9754800475183059,0.2318127024324404,0.22925119058006652,0.9706571286462027,79,113
ktwo248368698-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368698-c92_lpd-targ.fits.gz,2.2,EPIC 248368698,248368698,long cadence,92,12,67,19,3,274.47454,-23.36519,17.67,2022,57530.63434642,57571.93065832,112.88,90.304,719,,,,110,11,10,5.724424571309896,5.162457362320197,274.47454,-23.36519,-0.001106213812232,0.001106213812232293,-0.2600580881195548,0.9666417744957811,-0.9647314814231777,-0.25936608768017805,760,683
ktwo248368699-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368699-c92_lpd-targ.fits.gz,1.8,EPIC 248368699,248368699,long cadence,92,12,69,20,1,274.11229,-26.05944,18.5,2022,57530.63434642,57571.93065832,109.54,81.432036,725,,,,90,10,9,6.273979078421462,4.113623819921372,274.11229,-26.05944,-0.001104361692079,0.001104361692079,-0.9655636803036833,-0.2580169130787239,0.2586967155249514,-0.9665358081231128,588,425
ktwo248368700-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368700-c92_lpd-targ.fits.gz,1.4,EPIC 248368700,248368700,long cadence,92,12,61,18,1,273.45092,-22.17553,19.1,2022,57530.63434642,57571.93065832,112.52,79.360356,697,,,,71,9,8,6.453918228390194,4.587501539878076,273.45091999999994,-22.17553,-0.001105824714066,0.001105824714066,0.2529211880754389,-0.9691461567781492,0.9659913138590841,0.2523048036345623,127,922
ktwo248368714-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368714-c92_lpd-targ.fits.gz,2.3,EPIC 248368714,248368714,long cadence,92,12,70,20,2,274.77983,-26.02153,19.08,2022,57530.63434642,57571.93065832,107.05,80.961915,725,,,,110,11,10,5.900897770193069,4.6265670845690465,274.77983,-26.02153,-0.001715269776817,0.001715269776817,1.4972982534031825,-0.4086491053878347,-0.40816517230877236,-0.5564714081458221,1092,533
ktwo248368715-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368715-c92_lpd-targ.fits.gz,1.8,EPIC 248368715,248368715,long cadence,92,12,69,20,1,274.63683,-26.38017,18.98,2022,57530.63434642,57571.93065832,109.54,81.432036,725,,,,90,10,9,6.851831217333256,4.182849510617075,274.63683,-26.38017,-0.001106392934009,0.001106392934009,-0.9658392097443613,-0.2624614966765992,0.26206807336090393,-0.964153465545284,923,816
ktwo248368716-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368716-c92_lpd-targ.fits.gz,2.2,EPIC 248368716,248368716,long cadence,92,12,50,15,2,272.717,-26.63983,17.69,2022,57530.63434642,57571.93065832,112.76,82.99136,720,,,,109,11,10,6.334827958864935,4.614042527524816,272.717,-26.63983,-0.001104859820744,0.001104859820744,0.9682175042429361,-0.25064044778152733,-0.24999099313267936,-0.9681111335337803,275,643
ktwo248368708-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368708-c92_lpd-targ.fits.gz,2.1,EPIC 248368708,248368708,long cadence,92,12,10,4,2,266.03304,-25.96053,19.4,2022,57530.63434642,57571.93065832,95.55,73.850595,752,,,,109,11,10,6.791867819529216,5.4887746422673445,266.0330400000001,-25.96053,-0.001103328342948,0.001103328342948216,0.2039717131126324,0.9773595093481564,0.9804370673778618,-0.20473676591502515,772,224
ktwo248368709-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368709-c92_lpd-targ.fits.gz,2.0,EPIC 248368709,248368709,long cadence,92,12,24,8,4,266.02663,-22.20458,17.64,2022,57530.63434642,57571.93065832,112.82,86.70217,722,,,,100,10,10,5.384952313151416,5.9446979548844965,266.02663,-22.20458,-0.001105170178061,0.001105170178060586,-0.20453317433746993,-0.9792982293031735,-0.9784122478489953,0.20457619302335237,689,35
ktwo248368710-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368710-c92_lpd-targ.fits.gz,1.9,EPIC 248368710,248368710,long cadence,92,12,9,4,1,265.0175,-25.538,20.04,2022,57530.63434642,57571.93065832,111.63,88.645383,733,,,,99,11,9,5.717403102587582,4.711929555718484,265.0175,-25.538,-0.001107566075436,0.001107566075436,-0.1971623784351866,0.982351891116461,-0.9785507298423209,-0.19638046717280241,900,959
ktwo248368695-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368695-c92_lpd-targ.fits.gz,2.1,EPIC 248368695,248368695,long cadence,92,12,71,20,3,275.29421,-26.77325,18.96,2022,57530.63434642,57571.93065832,115.08,83.214348,722,,,,109,11,10,5.664535443689374,6.0169855567875175,275.2942100000001,-26.77325,-0.00110422363029,0.00110422363029,0.9626816515328138,0.2663176555645735,-0.2669934443621872,0.9649035383268546,871,856
ktwo248368696-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368696-c92_lpd-targ.fits.gz,2.3,EPIC 248368696,248368696,long cadence,92,12,72,20,4,274.85938,-26.979,16.61,2022,57530.63434642,57571.93065832,115.61,87.077452,701,,,,120,11,11,6.720879195318048,6.5363215061286155,274.85938,-26.979,-0.001103617251888,0.001103617251887758,-0.9631184146640895,0.26294791049589705,0.2637851112163501,0.966276048735207,954,769
ktwo248368697-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368697-c92_lpd-targ.fits.gz,2.2,EPIC 248368697,248368697,long cadence,92,12,69,20,1,274.65883,-26.07572,16.67,2022,57530.63434642,57571.93065832,109.54,81.432036,725,,,,109,11,10,7.326862412672767,5.074586646245166,274.65883,-26.07572,-0.001104791596924,0.001104791596924,-0.9646133705173993,-0.26227101959171456,0.2626120689655133,-0.9652825612565257,1012,554
ktwo248368704-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368704-c92_lpd-targ.fits.gz,1.2,EPIC 248368704,248368704,long cadence,92,12,43,13,3,269.51963,-21.01831,19.07,2022,57530.63434642,57571.93065832,109.08,81.340956,711,,,,64,8,8,5.094334648771678,3.83110707318761,269.51963,-21.01831,-0.00110333312877,0.00110333312877,-0.9727177907715376,-0.22757687990193648,0.2287176793193952,-0.9745366571430636,581,247
ktwo248368706-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368706-c92_lpd-targ.fits.gz,2.1,EPIC 248368706,248368706,long cadence,92,12,10,4,2,266.31683,-26.63631,20.69,2022,57530.63434642,57571.93065832,95.55,73.850595,752,,,,109,11,10,6.65257814532481,5.514991722058198,266.31683,-26.63631,-0.001105650669975,0.001105650669975,0.20637392377671393,0.9799183294023701,0.9769373098179572,-0.20681500187262367,126,124
ktwo248368707-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368707-c92_lpd-targ.fits.gz,2.1,EPIC 248368707,248368707,long cadence,92,12,10,4,2,266.15767,-26.35872,19.71,2022,57530.63434642,57571.93065832,95.55,73.850595,752,,,,110,11,10,7.265718166200941,5.1037500609224935,266.15767,-26.35872,-0.001104835763541,0.001104835763541,0.20508839658485994,0.9789124359571761,0.9784655172219126,-0.20560859482243543,398,199
ktwo248368692-c92_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c92/248300000/68000/ktwo248368692-c92_lpd-targ.fits.gz,2.2,EPIC 248368692,248368692,long cadence,92,12,50,15,2,271.98004,-26.80467,17.21,2022,57530.63434642,57571.93065832,112.76,82.99136,720,,,,109,11,10,6.458937128068328,4.8066366406558245,271.98004,-26.80467,-0.001106242240829,0.001106242240829235,0.970578547599342,-0.24493345195805583,-0.24439306102210484,-0.9686387219814724,889,640
