filename,url,filesize,object,keplerid,obsmode,campaign,data_rel,channel,module,output,ra_obj,dec_obj,kepmag,cadences,lc_start,lc_end,gain,readnois,meanblck,cdpp3_0,cdpp6_0,cdpp12_0,npix,naxis1,naxis2,crpix1,crpix2,crval1,crval2,cdelt1,cdelt2,pc1_1,pc1_2,pc2_1,pc2_2,crval1p,crval2p
ktwo248368656-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368656-c91_lpd-targ.fits.gz,5.6,EPIC 248368656,248368656,long cadence,91,12,46,14,2,271.173708,-24.3483,8.87,1290,57500.59700532,57526.93592182,113.99,85.469702,717,,,,431,13,48,7.15894594959866,24.735527674967102,271.1737083333,-24.3483,-0.001107769221834,0.001107769221834183,0.9734598350976531,-0.23776144328676663,-0.2367629335952156,-0.9694358916173712,992,893
ktwo248368668-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368668-c91_lpd-targ.fits.gz,1.3,EPIC 248368668,248368668,long cadence,91,12,30,10,2,269.76954,-26.99606,18.88,1290,57500.59700532,57526.93592182,105.7,99.4637,711,,,,99,11,9,6.36131323910854,4.807575885731012,269.76954000000006,-26.99606,-0.001102840765514,0.001102840765514,0.9722701421246666,-0.2287035679176111,-0.2283110842424627,-0.9748159481350025,88,390
ktwo248368669-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368669-c91_lpd-targ.fits.gz,1.3,EPIC 248368669,248368669,long cadence,91,12,48,14,4,271.211,-25.63283,19.86,1290,57500.59700532,57526.93592182,105.29,112.007502,712,,,,100,10,10,6.0123815205663504,5.434177742361129,271.211,-25.63283,-0.001106150498328,0.001106150498328,-0.9730262824885242,0.2385987116754388,0.23793667033313326,0.9693762994621835,973,107
ktwo248368670-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368670-c91_lpd-targ.fits.gz,1.5,EPIC 248368670,248368670,long cadence,91,12,49,15,1,271.28471,-26.58881,16.2,1290,57500.59700532,57526.93592182,113.82,85.683696,748,,,,118,12,10,7.100225083367263,5.670016425204665,271.28471,-26.58881,-0.001103398668142,0.001103398668142,-0.9698247109191821,-0.23885431554603198,0.23985020331631016,-0.9720424044050413,824,314
ktwo248368662-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368662-c91_lpd-targ.fits.gz,1.4,EPIC 248368662,248368662,long cadence,91,12,51,15,3,273.34312,-27.97294,16.4,1290,57500.59700532,57526.93592182,109.32,81.465264,641,,,,110,11,10,6.384563864006736,5.906045285306789,273.34312,-27.97294,-0.001104921032245,0.001104921032245069,0.9675686617890562,0.2548064342849143,-0.25533744647470435,0.9662759994682376,93,217
ktwo248368663-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368663-c91_lpd-targ.fits.gz,1.4,EPIC 248368663,248368663,long cadence,91,12,23,8,3,266.69221,-23.21342,17.82,1290,57500.59700532,57526.93592182,111.43,83.160209,720,,,,109,11,10,6.964902355141703,4.952145343479685,266.69221,-23.21342,-0.001104924352743,0.001104924352743,0.2091410239538156,-0.9782372222289769,0.9776768904863089,0.20847212846599378,515,391
ktwo248368664-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368664-c91_lpd-targ.fits.gz,1.6,EPIC 248368664,248368664,long cadence,91,12,51,15,3,273.38642,-27.94797,16.0,1290,57500.59700532,57526.93592182,109.32,81.465264,641,,,,120,11,11,6.113413130466597,5.910325233860306,273.38642,-27.94797,-0.001104740094706,0.001104740094706,0.9673241853844688,0.255110045081636,-0.25570223530376857,0.9663438641851504,54,230
ktwo248368671-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368671-c91_lpd-targ.fits.gz,1.6,EPIC 248368671,248368671,long cadence,91,12,51,15,3,273.29204,-27.89831,15.77,1290,57500.59700532,57526.93592182,109.32,81.465264,641,,,,120,11,11,6.725616369345289,5.694813663465823,273.29204,-27.89831,-0.001104692441557,0.001104692441557,0.9673274726810774,0.2543698004625784,-0.25494595222187755,0.9667351289141899,115,293
ktwo248368672-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368672-c91_lpd-targ.fits.gz,1.3,EPIC 248368672,248368672,long cadence,91,12,52,15,4,271.53792,-27.91772,18.25,1290,57500.59700532,57526.93592182,106.71,103.796817,701,,,,99,11,9,6.781804898992505,5.52306550117612,271.53792,-27.91772,-0.001104402452374,0.001104402452374,-0.9699198955419619,0.24083747888996815,0.24097937260009447,0.9711762175083194,733,624
ktwo248368673-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368673-c91_lpd-targ.fits.gz,1.4,EPIC 248368673,248368673,long cadence,91,12,51,15,3,273.28863,-27.84358,16.87,1290,57500.59700532,57526.93592182,109.32,81.465264,641,,,,109,11,10,6.76474962394127,5.31406310477422,273.28863,-27.84358,-0.00110446229548,0.00110446229548,0.9670623637238528,0.2543033007315194,-0.2549387085118404,0.9670195842801388,105,342
ktwo248368665-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368665-c91_lpd-targ.fits.gz,1.6,EPIC 248368665,248368665,long cadence,91,12,51,15,3,273.35858,-27.98181,15.68,1290,57500.59700532,57526.93592182,109.32,81.465264,641,,,,118,12,10,7.4682801432708175,5.976800582939802,273.35858,-27.98181,-0.001104931161514,0.001104931161514,0.9675722777637901,0.2549280168880699,-0.25546152296601365,0.9662076126444127,82,206
ktwo248368666-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368666-c91_lpd-targ.fits.gz,0.7,EPIC 248368666,248368666,long cadence,91,12,23,8,3,266.97113,-22.72994,18.23,1290,57500.59700532,57526.93592182,111.43,83.160209,720,,,,56,8,7,5.07034716311091,4.037219168163006,266.97112999999996,-22.72994,-0.001103552992034,0.001103552992034,0.2104186850491044,-0.9760566663099938,0.9790569905707824,0.21093610410895497,896,711
ktwo248368667-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368667-c91_lpd-targ.fits.gz,1.4,EPIC 248368667,248368667,long cadence,91,12,51,15,3,272.94129,-28.08528,16.7,1290,57500.59700532,57526.93592182,109.32,81.465264,641,,,,109,11,10,6.911087483370693,6.0792349429378305,272.94129,-28.08528,-0.001105985178884,0.001105985178884,0.9691789167959247,0.2519095948309432,-0.25196849941562854,0.9663094204506392,429,200
ktwo248368674-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368674-c91_lpd-targ.fits.gz,1.1,EPIC 248368674,248368674,long cadence,91,12,51,15,3,273.18233,-28.03986,17.23,1290,57500.59700532,57526.93592182,109.32,81.465264,641,,,,90,10,9,6.157857656670103,5.078126997096831,273.18233,-28.03986,-0.00110546160366,0.00110546160366,0.9683366107457684,0.2536631785753684,-0.25398442502096663,0.9661655802934154,233,192
ktwo248368675-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368675-c91_lpd-targ.fits.gz,1.4,EPIC 248368675,248368675,long cadence,91,12,51,15,3,273.16004,-27.83972,15.63,1290,57500.59700532,57526.93592182,109.32,81.465264,641,,,,110,11,10,6.49900481978591,5.9009157186212065,273.16004,-27.83972,-0.001104650795506,0.001104650795506,0.9673832831212245,0.2533377187210062,-0.25389226776543866,0.9672272907843386,204,371
ktwo248368676-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368676-c91_lpd-targ.fits.gz,1.8,EPIC 248368676,248368676,long cadence,91,12,51,15,3,273.14967,-28.23594,16.64,1290,57500.59700532,57526.93592182,109.32,81.465264,641,,,,129,12,11,7.361066747925179,5.920104500356686,273.14967,-28.23594,-0.001106290680328,0.001106290680327637,0.9694442427424074,0.25358348966179156,-0.25361778257133183,0.9651784769058649,302,26
ktwo248368686-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368686-c91_lpd-targ.fits.gz,1.4,EPIC 248368686,248368686,long cadence,91,12,50,15,2,271.74388,-26.77583,16.97,1290,57500.59700532,57526.93592182,112.76,82.99136,720,,,,110,11,10,6.428595436272644,5.491274188355192,271.74388,-26.77583,-0.001121096053338,0.001121096053337638,0.9841030456983545,-0.24635056430129637,-0.24598512066285874,-0.9545762822513669,1068,568
ktwo248368687-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368687-c91_lpd-targ.fits.gz,1.6,EPIC 248368687,248368687,long cadence,91,12,51,15,3,273.04863,-28.10761,16.06,1290,57500.59700532,57526.93592182,109.32,81.465264,641,,,,120,12,10,7.03482392043918,5.836726718612738,273.04863,-28.10761,-0.001105932503201,0.001105932503201,0.9690275855831081,0.2527265974778787,-0.2528442820740601,0.9660194805872243,351,159
ktwo248368688-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368688-c91_lpd-targ.fits.gz,1.5,EPIC 248368688,248368688,long cadence,91,12,51,15,3,272.94292,-28.11286,16.7,1290,57500.59700532,57526.93592182,109.32,81.465264,641,,,,118,12,10,6.93316362193616,5.5817089231576915,272.94292,-28.11286,-0.001106093999845,0.001106093999845,0.9693171645361914,0.25194617341868447,-0.251965356666675,0.9661629101573496,434,176
ktwo248368683-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368683-c91_lpd-targ.fits.gz,1.5,EPIC 248368683,248368683,long cadence,91,12,51,15,3,273.41304,-28.06381,16.06,1290,57500.59700532,57526.93592182,109.32,81.465264,641,,,,119,12,10,7.280959337462036,6.019536859585912,273.41304,-28.06381,-0.001105172052863,0.001105172052863,0.967847115624864,0.25539309187665626,-0.2558828294261007,0.9656993113331648,59,123
ktwo248368684-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368684-c91_lpd-targ.fits.gz,1.5,EPIC 248368684,248368684,long cadence,91,12,51,15,3,273.30633,-28.18481,16.49,1290,57500.59700532,57526.93592182,109.32,81.465264,641,,,,118,12,10,7.652844186287439,4.851250847457052,273.30633,-28.18481,-0.001105841975183,0.001105841975183,0.9687667377632787,0.25469724621729645,-0.25495009554036585,0.9652116203968166,169,40
ktwo248368685-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368685-c91_lpd-targ.fits.gz,1.3,EPIC 248368685,248368685,long cadence,91,12,51,15,3,273.28121,-28.20047,16.68,1290,57500.59700532,57526.93592182,109.32,81.465264,641,,,,99,11,9,6.656847382193632,5.253867478318583,273.28121,-28.20047,-0.001105945180374,0.001105945180374,0.9689157206227136,0.2545244342507659,-0.2547337756925497,0.9651655040298763,193,31
ktwo248368695-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368695-c91_lpd-targ.fits.gz,1.4,EPIC 248368695,248368695,long cadence,91,12,71,20,3,275.29421,-26.77325,18.96,1290,57500.59700532,57526.93592182,115.08,83.214348,722,,,,109,11,10,6.084475493295599,5.453305469702173,275.2942100000001,-26.77325,-0.001104241117031,0.001104241117031,0.9626766633523598,0.26634852742609216,-0.2670227918431301,0.9648918561801567,871,856
ktwo248368696-c91_lpd-targ.fits.gz,http://archive.stsci.edu/missions/k2/target_pixel_files/c91/248300000/68000/ktwo248368696-c91_lpd-targ.fits.gz,1.5,EPIC 248368696,248368696,long cadence,91,12,72,20,4,274.85938,-26.979,16.61,1290,57500.59700532,57526.93592182,115.61,87.077452,701,,,,120,11,11,6.303153829440248,5.98584988672701,274.85938,-26.979,-0.001103634603718,0.001103634603718,-0.9631132724045569,0.26297916445041,0.26381459118280276,0.9662645982621357,954,769
